review_id,debate_section_id,question_id,question_no,question_date,asked_by_name,to_minister_or_department,question_text,human_topic_tags_json,human_question_intents_json,human_missing_topic_notes,reviewer_notes
WPQG048,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_2978,https://data.oireachtas.ie/ie/oireachtas/question/2025-07-29/pq_3380,3380,2025-07-29,Maeve O'Connell,Further and Higher Education,"3380. Deputy Maeve O'Connell asked the Minister for Further and Higher Education, Research, Innovation and Science to report on the progress made in developing sector-specific career guidance and information portals.  [42606/25]",,,,
WPQG049,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_3068,https://data.oireachtas.ie/ie/oireachtas/question/2025-07-29/pq_3479,3479,2025-07-29,Conor D McGuinness,Rural,3479. Deputy Conor D. McGuinness asked the Minister for Rural and Community Development and the Gaeltacht to provide a detailed breakdown of the Our Rural Future actions completed to date and detailed reasons for non-completion of actions. [43626/25],,,,
WPQG049,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_3068,https://data.oireachtas.ie/ie/oireachtas/question/2025-07-29/pq_3480,3480,2025-07-29,Conor D McGuinness,Rural,"3480. Deputy Conor D. McGuinness asked the Minister for Rural and Community Development and the Gaeltacht the number of the actions in Our Rural Future explicitly address the unique needs of Gaeltacht communities, given that Irish-language sustainability was a stated priority; and the reason no dedicated funding stream exists for Gaeltacht-specific rural development under this plan. [43627/25]",,,,
WPQG049,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-07-29/writtens/dbsect_3068,https://data.oireachtas.ie/ie/oireachtas/question/2025-07-29/pq_3481,3481,2025-07-29,Conor D McGuinness,Rural,"3481. Deputy Conor D. McGuinness asked the Minister for Rural and Community Development and the Gaeltacht the reason Our Rural Future lacks an independent review process to evaluate its impact, given that the OECD has criticised Ireland for 'monitoring gaps' in rural policy; and if he will commit to a debate in Dáil Éireann on an annual audit of the plan's outcomes. [43628/25]",,,,
WPQG050,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-08/writtens/dbsect_1299,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-08/pq_1549,1549,2025-09-08,Matt Carthy,Justice,"1549. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the number in each intake of Gardaí, and the number who attested, in the past three years, in tabular form; and if he will make a statement on the matter. [45395/25]",,,,
WPQG051,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-17/writtens/dbsect_350,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-17/pq_436,436,2025-09-17,Ruairí Ó Murchú,Education,436. Deputy Ruairí Ó Murchú asked the Minister for Education and Youth her and the Government's engagements and plans to deal with the ongoing strike by school secretaries and caretakers; and if she will make a statement on the matter. [47577/25],,,,
WPQG051,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-17/writtens/dbsect_350,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-17/pq_459,459,2025-09-17,Eoin Ó Broin,Education,459. Deputy Eoin Ó Broin asked the Minister for Education and Youth if she will meet with a union (details supplied) at the earliest opportunity to discuss the campaign for parity and better working conditions; and if she will make a statement on the matter. [47791/25],,,,
WPQG051,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-17/writtens/dbsect_350,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-17/pq_460,460,2025-09-17,Danny Healy-Rae,Education,460. Deputy Danny Healy-Rae asked the Minister for Education and Youth the position regarding a matter (details supplied); and if she will make a statement on the matter. [47804/25],,,,
WPQG051,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-17/writtens/dbsect_350,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-17/pq_475,475,2025-09-17,Danny Healy-Rae,Education,475. Deputy Danny Healy-Rae asked the Minister for Education and Youth for an update on progress in relation to negotiations with school secretaries and caretakers regarding their request for pension parity; and if she will make a statement on the matter. [47971/25],,,,
WPQG052,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-23/writtens/dbsect_342,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-23/pq_349,349,2025-09-23,Conor Sheehan,Culture,"349. Deputy Conor Sheehan asked the Minister for Culture, Communications and Sport if consideration is being given to adjusting or increasing the grant allocated to players (details supplied) to bring it in line with inflation; and if he will make a statement on the matter. [49695/25]",,,,
WPQG052,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-23/writtens/dbsect_342,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-23/pq_356,356,2025-09-23,Emer Currie,Culture,"356. Deputy Emer Currie asked the Minister for Culture, Communications and Sport if his Department will consider increasing the player welfare grants available to inter-county GAA players; and if he will make a statement on the matter. [50278/25]",,,,
WPQG052,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-23/writtens/dbsect_342,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-23/pq_357,357,2025-09-23,Emer Currie,Culture,"357. Deputy Emer Currie asked the Minister for Culture, Communications and Sport the available supports to inter-county GAA players; if he intends increasing the supports available; and if he will make a statement on the matter. [50279/25]",,,,
WPQG052,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-09-23/writtens/dbsect_342,https://data.oireachtas.ie/ie/oireachtas/question/2025-09-23/pq_359,359,2025-09-23,Seán Ó Fearghaíl,Culture,"359. Deputy Seán Ó Fearghaíl asked the Minister for Culture, Communications and Sport if he supports the findings of a report (details supplied); the steps he can take to implement the recommendations; and if he will make a statement on the matter. [50373/25]",,,,
WPQG053,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-10-08/writtens/dbsect_274,https://data.oireachtas.ie/ie/oireachtas/question/2025-10-08/pq_318,318,2025-10-08,Barry Heneghan,Health,318. Deputy Barry Heneghan asked the Minister for Health the current plans in place to modernise the health system by moving from paper-based patient records to electronic health documentation; the time frame for the roll-out of a national electronic health record system; and if she will make a statement on the matter. [54158/25],,,,
WPQG054,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-10-15/writtens/dbsect_313,https://data.oireachtas.ie/ie/oireachtas/question/2025-10-15/pq_324,324,2025-10-15,Micheál Carrigy,Health,324. Deputy Micheál Carrigy asked the Minister for Health if she will urgently review the case of a child (details supplied) in County Longford who requires orthodontic treatment; if she will outline the current waiting times for orthodontic assessment and treatment in the Longford area; and if she will ensure that this case is prioritised given the circumstances and the financial hardship faced by their parent. [55804/25],,,,
WPQG055,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-10-15/writtens/dbsect_76,https://data.oireachtas.ie/ie/oireachtas/question/2025-10-15/pq_50,50,2025-10-15,Réada Cronin,Climate,"50. Deputy Réada Cronin asked the Minister for Climate, Energy and the Environment the rationale for the threshold in the Renewable Heat Obligation Bill 2025 that states the Act will not apply to suppliers of fuels used for heating purposes that generate less than 400GWh of fuels per annum; and if he will make a statement on the matter. [55886/25]",,,,
WPQG055,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-10-15/writtens/dbsect_76,https://data.oireachtas.ie/ie/oireachtas/question/2025-10-15/pq_51,51,2025-10-15,Réada Cronin,Climate,"51. Deputy Réada Cronin asked the Minister for Climate, Energy and the Environment who will conduct the analysis of market coverage ahead of a final decision on the 400GWh threshold in the Renewable Heat Obligation Bill 2025; the timeline for its completion; and if he will make a statement on the matter. [55887/25]",,,,
WPQG056,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-04/writtens/dbsect_1409,https://data.oireachtas.ie/ie/oireachtas/question/2025-11-04/pq_1639,1639,2025-11-04,John Lahart,Health,1639. Deputy John Lahart asked the Minister for Health if she has considered any data on the way in which vaping is an effective gateway out of smoking and maintaining a lifestyle without nicotine and tar (details supplied); and if she will make a statement on the matter. [57826/25],,,,
WPQG057,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-04/writtens/dbsect_856,https://data.oireachtas.ie/ie/oireachtas/question/2025-11-04/pq_958,958,2025-11-04,Eoghan Kenny,Culture,"958. Deputy Eoghan Kenny asked the Minister for Culture, Communications and Sport for an update on the roll out of the National Broadband Plan in rural parts of North Cork including Grenagh, Carrignavar, Mourneabby and Burnfort; and if he will make a statement on the matter. [59025/25]",,,,
WPQG058,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-11-13/writtens/dbsect_445,https://data.oireachtas.ie/ie/oireachtas/question/2025-11-13/pq_455,455,2025-11-13,Ruth Coppinger,Health,455. Deputy Ruth Coppinger asked the Minister for Health if consideration will be given to recognising Covid-19 as an occupational illness for social workers; and if she will make a statement on the matter. [62483/25],,,,
WPQG059,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-09/writtens/dbsect_832,https://data.oireachtas.ie/ie/oireachtas/question/2025-12-09/pq_986,986,2025-12-09,Barry Ward,Health,986. Deputy Barry Ward asked the Minister for Health the position regarding any ongoing engagement her Department is having with an organisation (details supplied); and if she will make a statement on the matter. [69548/25],,,,
WPQG060,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-16/writtens/dbsect_774,https://data.oireachtas.ie/ie/oireachtas/question/2025-12-16/pq_947,947,2025-12-16,Frankie Feighan,Health,"947. Deputy Frankie Feighan asked the Minister for Health the progress made over the past 12 months on each of her Department's programme for Government commitments, in tabular form; and if she will make a statement on the matter.  [71631/25]",,,,
WPQG061,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-17/writtens/dbsect_61,https://data.oireachtas.ie/ie/oireachtas/question/2025-12-17/pq_45,45,2025-12-17,Réada Cronin,Climate,"45. Deputy Réada Cronin asked the Minister for Climate, Energy and the Environment the number of housing units and estates currently awaiting connection to the grid; the average wait times for same; and if he will make a statement on the matter.  [73059/25]",,,,
WPQG062,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2025-12-18/writtens/dbsect_441,https://data.oireachtas.ie/ie/oireachtas/question/2025-12-18/pq_469,469,2025-12-18,Cathal Crowe,Education,"469. Deputy Cathal Crowe asked the Minister for Education and Youth if drug addiction prevention is covered in the post-primary curriculum; and if so, to outline the main elements of the curriculum which cover such. [73675/25]",,,,
WPQG063,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-13/writtens/dbsect_470,https://data.oireachtas.ie/ie/oireachtas/question/2026-01-13/pq_698,698,2026-01-13,Sorca Clarke,Transport,"698. Deputy Sorca Clarke asked the Minister for Transport if he will ensure that the Road Safety Authority resumes the publication of anonymised, collision location data for public, research and local-authority use, including for high risk corridors such as the Longford/Westmeath section of the N4; and if he will confirm that this will be done in line with Data Protection Commissioner guidance that proportionate publication of crash location details is compatible with GDPR. [1469/26]",,,,
WPQG064,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-14/writtens/dbsect_181,https://data.oireachtas.ie/ie/oireachtas/question/2026-01-14/pq_163,163,2026-01-14,Donna McGettigan,Health,"163. Deputy Donna McGettigan asked the Minister for Health the national number of dentists registered under the dental scheme for medical card holders; the number of dentists actually drawing down funds on it, in tabular form; and if she will make a statement on the matter. [2603/26]",,,,
WPQG065,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-01-15/writtens/dbsect_465,https://data.oireachtas.ie/ie/oireachtas/question/2026-01-15/pq_507,507,2026-01-15,Ruth Coppinger,Health,"507. Deputy Ruth Coppinger asked the Minister for Health her plans to improve the current waiting list for marriage of convenience interviews, given issues that have been raised (details supplied); and if she will make a statement on the matter.  [3186/26]",,,,
WPQG066,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-02-12/writtens/dbsect_207,https://data.oireachtas.ie/ie/oireachtas/question/2026-02-12/pq_192,192,2026-02-12,James O'Connor,Education,192. Deputy James O'Connor asked the Minister for Education and Youth for an update on works and repairs in a school (details supplied); and if she will make a statement on the matter. [11071/26],,,,
WPQG067,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-02-17/writtens/dbsect_315,https://data.oireachtas.ie/ie/oireachtas/question/2026-02-17/pq_500,500,2026-02-17,Ged Nash,Finance,"500. Deputy Ged Nash asked the Tánaiste and Minister for Finance if he will reconvene the Banking Forum; if he will consider a joint initiative with the Minister for Finance in Northern Ireland, to hold a joint banking forum to plan and discuss with relevant stakeholder the future of banking on the Island; and if he will make a statement on the matter. [12745/26]",,,,
WPQG068,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-02-19/writtens/dbsect_418,https://data.oireachtas.ie/ie/oireachtas/question/2026-02-19/pq_450,450,2026-02-19,Ken O'Flynn,Justice,"450. Deputy Ken O'Flynn asked the Minister for Justice, Home Affairs and Migration the number of final negative international protection decisions issued in each of the years 2022, 2023, 2024 and 2025; the number of deportation orders signed in each year; and the number executed; and whether additional resources have been allocated to enforcement capacity in 2026. [13865/26]",,,,
WPQG069,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-02-24/writtens/dbsect_515,https://data.oireachtas.ie/ie/oireachtas/question/2026-02-24/pq_724,724,2026-02-24,Aidan Farrelly,Social,"724. Deputy Aidan Farrelly asked the Minister for Social Protection the number of persons in receipt of the household benefits package, by county, over the past five years.  [15011/26]",,,,
WPQG070,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-02-24/writtens/dbsect_661,https://data.oireachtas.ie/ie/oireachtas/question/2026-02-24/pq_898,898,2026-02-24,Peadar Tóibín,Children,"898. Deputy Peadar Tóibín asked the Minister for Children, Disability and Equality the number of persons that were murdered or died under suspicious circumstances over the past ten years in the State that had previously engaged with Tusla or who Tusla had previously identified as at risk. [14873/26]",,,,
WPQG071,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-03-18/writtens/dbsect_1755,https://data.oireachtas.ie/ie/oireachtas/question/2026-03-18/pq_2183,2183,2026-03-18,Louis O'Hara,Health,"2183. Deputy Louis O'Hara asked the Minister for Health the number of permanent full-time job offers that Portiuncula University Hospital has offered to newly graduated nurses in 2025; and of the jobs offered, the number that were accepted, in tabular form. [20511/26]",,,,
WPQG072,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-03-24/writtens/dbsect_687,https://data.oireachtas.ie/ie/oireachtas/question/2026-03-24/pq_984,984,2026-03-24,James Geoghegan,Health,984. Deputy James Geoghegan asked the Minister for Health to review a case (details supplied); and if she will make a statement on the matter. [22231/26],,,,
WPQG073,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-14/writtens/dbsect_1439,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-14/pq_2032,2032,2026-04-14,Paul Lawless,Justice,"2032. Deputy Paul Lawless asked the Minister for Justice, Home Affairs and Migration to provide a list of the NGOs that have received Government funding from his Department in the past five years. [24636/26]",,,,
WPQG073,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-14/writtens/dbsect_1439,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-14/pq_2130,2130,2026-04-14,Paul Lawless,Justice,"2130. Deputy Paul Lawless asked the Minister for Justice, Home Affairs and Migration the number of non-Governmental organisations that have received State funding from his Department in each of the past five years; the number of such organisations currently registered in the State which have been funded by his Department; the number located outside the State that have received Irish public funds from his Department for each of the past five years, in tabular form; and if he will make a statement on the matter. [26163/26]",,,,
WPQG074,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-14/writtens/dbsect_1661,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-14/pq_2324,2324,2026-04-14,Michael Cahill,Agriculture,"2324. Deputy Michael Cahill asked the Minister for Agriculture, Food and the Marine to intervene in a grant application and ensure that it is processed and awarded as soon as possible (details supplied); and if he will make a statement on the matter. [27207/26]",,,,
WPQG075,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-14/writtens/dbsect_2583,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-14/pq_3372,3372,2026-04-14,Rose Conway-Walsh,Health,"3372. Deputy Rose Conway-Walsh asked the Minister for Health the number of patients on primary care and community services waiting lists in Mayo, by service, age and length of wait at the end of quarter 1 2026, in tabular form. [27111/26]",,,,
WPQG076,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-21/writtens/dbsect_711,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-21/pq_893,893,2026-04-21,Aisling Dempsey,Health,893. Deputy Aisling Dempsey asked the Minister for Health if any service providers in Meath west have submitted Disability Support Management Advisory Team forms to the HSE. [28709/26],,,,
WPQG077,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-22/writtens/dbsect_173,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-22/pq_175,175,2026-04-22,Ken O'Flynn,Agriculture,"175. Deputy Ken O'Flynn asked the Minister for Agriculture, Food and the Marine how forestry policy is being aligned with national biodiversity and climate strategies; and what measurable indicators are used to assess the environmental performance of State forestry. [28985/26]",,,,
WPQG078,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-28/writtens/dbsect_594,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-28/pq_843,843,2026-04-28,Paul Nicholas Gogarty,Justice,"843. Deputy Paul Nicholas Gogarty asked the Minister for Justice, Home Affairs and Migration if he will address the significant cost barriers associated with Section 32 Voice of the Child reports which can range from €700 to €5,000; the steps being taken to ensure that children from lower income families are not denied the opportunity to have their views heard in family law proceedings; and if he will make a statement on the matter. [30306/26]",,,,
WPQG078,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-28/writtens/dbsect_594,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-28/pq_844,844,2026-04-28,Paul Nicholas Gogarty,Justice,"844. Deputy Paul Nicholas Gogarty asked the Minister for Justice, Home Affairs and Migration when the proposed national panel of accredited assessors for Section 32 and Section 47 reports will be established, as recommended in the 2024 Review of Expert Reports in the Family Law Process; and if he will make a statement on the matter. [30307/26]",,,,
WPQG078,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-28/writtens/dbsect_594,https://data.oireachtas.ie/ie/oireachtas/question/2026-04-28/pq_845,845,2026-04-28,Paul Nicholas Gogarty,Justice,"845. Deputy Paul Nicholas Gogarty asked the Minister for Justice, Home Affairs and Migration he will introduce statutory minimum qualifications and regulatory oversight for all court appointed assessors, including those offering opinions on parental alienation, in light of concerns raised in Dáil Éireann regarding unqualified and unregistered experts; and if he will make a statement on the matter. [30308/26]",,,,
WPQG081,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/dbsect_848,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-06/pq_1081,1081,2026-05-06,Ken O'Flynn,Health,"1081. Deputy Ken O'Flynn asked the Minister for Health the proportion of agency staff engaged under framework agreements versus off-framework arrangements, and the cost differential between these categories. [32680/26]",,,,
WPQG079,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/dbsect_685,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-06/pq_862,862,2026-05-06,Pádraig Rice,Health,"862. Deputy Pádraig Rice asked the Minister for Health if she will provide a full breakdown of all expenditure incurred by the HSE in respect of the health performance visualisation platform and the integrated information service, system programme, by recipient or contractor, amount paid or committed and the function or purpose for which the payment was made, in tabular form; and if she will make a statement on the matter. [32020/26]",,,,
WPQG080,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/dbsect_698,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-06/pq_876,876,2026-05-06,Ken O'Flynn,Health,"876. Deputy Ken O'Flynn asked the Minister for Health to provide a list of all Minor Injuries Clinics operating within Cork city and county under the HSE; the number of whole-time equivalent staff assigned to each clinic, broken down by job title, in tabular form. [32120/26]",,,,
WPQG082,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/dbsect_191,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-12/pq_330,330,2026-05-12,Ken O'Flynn,Transport,330. Deputy Ken O'Flynn asked the Minister for Transport whether his Department has considered interim active travel or traffic management measures to alleviate congestion in Mallow town pending delivery of the relief road; and if he will make a statement on the matter. [34189/26],,,,
WPQG083,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/dbsect_337,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-12/pq_519,519,2026-05-12,Joe Neville,Enterprise,"519. Deputy Joe Neville asked the Minister for Enterprise, Tourism and Employment if he will provide a list of all capital projects and programmes including those delivered through IDA Ireland, Enterprise Ireland and Fáilte Ireland which have been completed on time and within budget in Kildare in each of the past five years, in tabular form; and if he will make a statement on the matter. [35016/26]",,,,
WPQG084,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/dbsect_697,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-12/pq_973,973,2026-05-12,Barry Ward,Children,"973. Deputy Barry Ward asked the Minister for Children, Disability and Equality the position regarding any support mechanisms in place to support families whose childcare facilities have withdrawn from the core funding model, specifically in relation to the knock-on price increase for childcare; and if she will make a statement on the matter. [34679/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_567,567,2026-05-14,Ken O'Flynn,Health,567. Deputy Ken O'Flynn asked the Minister for Health whether any monetary approval thresholds exist within the treatment abroad scheme requiring additional sign-off for high-cost procedures; the officials or grades responsible for such approvals; and if she will provide the thresholds currently applied. [36018/26],,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_568,568,2026-05-14,Ken O'Flynn,Health,"568. Deputy Ken O'Flynn asked the Minister for Health whether the treatment abroad scheme operates any formal value-for-money assessment process prior to approving exceptionally high-cost procedures abroad; and if so, the methodology used. [36019/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_569,569,2026-05-14,Ken O'Flynn,Health,569. Deputy Ken O'Flynn asked the Minister for Health the number of Treatment Abroad Scheme applications approved with an estimated cost exceeding in each year since 2020 (details supplied). [36020/26],,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_570,570,2026-05-14,Ken O'Flynn,Health,"570. Deputy Ken O'Flynn asked the Minister for Health whether any applications under the Treatment Abroad Scheme have been refused wholly or partly on financial, budgetary, or proportionality grounds since 2020; and if she will provide annual figures. [36021/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_571,571,2026-05-14,Ken O'Flynn,Health,"571. Deputy Ken O'Flynn asked the Minister for Health whether the HSE maintains a central register of high-cost overseas procedures approved under the Treatment Abroad Scheme; and if so, the governance and reporting arrangements applying to that register. [36022/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_572,572,2026-05-14,Ken O'Flynn,Health,"572. Deputy Ken O'Flynn asked the Minister for Health the dates of all internal audit reviews, Comptroller and Auditor General examinations, or other formal oversight reviews conducted in respect of the Treatment Abroad Scheme since 2020; and if copies of findings or recommendations will be provided. [36023/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_573,573,2026-05-14,Ken O'Flynn,Health,"573. Deputy Ken O'Flynn asked the Minister for Health whether any risk assessment has been conducted regarding financial exposure arising from exceptionally high-cost procedures funded under the Treatment Abroad Scheme; and if so, whether she will provide details. [36024/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_574,574,2026-05-14,Ken O'Flynn,Health,"574. Deputy Ken O'Flynn asked the Minister for Health whether the Treatment Abroad Scheme has any specific governance pathway for novel, experimental, or highly specialised procedures abroad involving significant State expenditure. [36025/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_575,575,2026-05-14,Ken O'Flynn,Health,"575. Deputy Ken O'Flynn asked the Minister for Health whether the Treatment Abroad Scheme maintains procedure-specific coding or categorisation for any surgical specialties funded abroad; and if so, to provide the categories recorded. [36026/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_577,577,2026-05-14,Ken O'Flynn,Health,"577. Deputy Ken O'Flynn asked the Minister for Health whether any legal, GDPR, administrative, or policy barrier prevents the Treatment Abroad Scheme from recording anonymised procedure-category data for overseas gender-related surgeries. [36028/26]",,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_579,579,2026-05-14,Ken O'Flynn,Health,579. Deputy Ken O'Flynn asked the Minister for Health whether her Department has requested the introduction of structured reporting or coding mechanisms relating to gender affirmation procedures funded abroad under the Treatment Abroad Scheme. [36030/26],,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_580,580,2026-05-14,Ken O'Flynn,Health,580. Deputy Ken O'Flynn asked the Minister for Health the total annual expenditure under the Treatment Abroad Scheme on overseas gender-related surgical referrals for each year from 2020 to date. [36031/26],,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-14/pq_581,581,2026-05-14,Ken O'Flynn,Health,581. Deputy Ken O'Flynn asked the Minister for Health whether the Treatment Abroad Scheme records the age profile of persons approved for overseas gender affirmation surgeries. [36032/26],,,,
WPQG086,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-19/writtens/dbsect_403,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-19/pq_616,616,2026-05-19,Michael Healy-Rae,Housing,"616. Deputy Michael Healy-Rae asked the Minister for Housing, Local Government and Heritage if he will consider making it mandatory for local authority meetings to be live streamed, recorded and published for the public to view; and if he will make a statement on the matter. [37466/26]",,,,
WPQG087,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-26/writtens/dbsect_1064,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-26/pq_1459,1459,2026-05-26,Ken O'Flynn,Health,1459. Deputy Ken O'Flynn asked the Minister for Health whether patient organisations or rare disease advocacy groups were consulted or invited to make submissions during the reimbursement assessment process for omaveloxolone (skyclarys); and if she will provide details of the process involved. [39839/26],,,,
WPQG088,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-28/writtens/dbsect_569,https://data.oireachtas.ie/ie/oireachtas/question/2026-05-28/pq_627,627,2026-05-28,Ken O'Flynn,Health,"627. Deputy Ken O'Flynn asked the Minister for Health whether any adverse clinical outcome review, morbidity review, mortality review, or patient harm assessment process examines whether delayed ambulance allocation formed a contributory factor in patient outcomes. [41178/26]",,,,
WPQG089,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-06-09/writtens/dbsect_51,https://data.oireachtas.ie/ie/oireachtas/question/2026-06-09/pq_138,138,2026-06-09,Séamus McGrath,Defence,138. Deputy Séamus McGrath asked the Minister for Defence the current shortfall in staffing levels across the Defence Forces; the timeframe to reach the targeting staffing levels; and the way in which the staffing shortfall impacts on national security. [43661/26],,,,
